Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Serbia,SRB,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.75612,91.41561,91.05135,93.57634,94.2485,94.31706,93.22811,94.5781,93.89724,92.92801,92.5323,..,..
Serbia,SRB,"Population, total",SP.POP.TOTL,7897937,7595636,7604063,7614328,7622711,7628264,7622185,7598538,7567745,7540401,7516346,7503433,7500031,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7236519,7201497,7166553,7131787,7095383,7058322,7020858,6982604,6945235,6899126
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,2349.40645150289,3053.90516860949,3573.50440240049,2775.47372982047,2768.91041346166,974.725469278615,1812.42088281393,2390.73459447107,3153.9011312754,3597.08798057009,3807.97417321786,4492.7136699046,6081.08765700202,7376.73517910716,6414.0448463847,5970.92660940072,7082.2861666075,6263.04086072815,7040.41812068781,6886.67809068704,5820.3215576888,5982.37030126471,6548.03653824187,7559.86165747394,7755.632986437,8098.70955668849
Seychelles,SYC,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,80.01516,84.08163,82.72211,83.30769,..,90.2507,68.99295,68.48823,74.84082,73.31112,77.79879,78.71105,84.59556,..,83.00641,81.08599,80.33456,77.01671,..,..,76.17997,75.44134,80.37404,84.79638,84.44895,82.59028,..,..
Seychelles,SYC,"Population, total",SP.POP.TOTL,69507,70439,70763,72253,74205,75304,76417,77319,78846,80410,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,5642.072897243,5654.63975724251,6520.48950519188,6978.68075445824,6974.86770636796,7180.66832748656,7004.33603896356,7746.69851330444,8209.51444287,8243.23610099084,8063.65500575169,8153.2986369879,8864.16919495467,9070.28460757013,10827.671636033,11802.1118276833,12782.9938926475,12669.3026687222,11265.4376270005,9747.09180546291,10934.79494629,12110.0937461973,12337.1554669388,14821.2921476077,15188.1902175113,15333.1051727105,16566.9946042294,17480.3651911372,18440.2340460932,19141.5118743615,14041.4754074575
Sierra Leone,SLE,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,64.985,64.959,64.93,64.901,64.871,64.841,64.811,64.784,64.756,64.718,64.687,64.673,64.665,64.664,65.919,65.002,64.072,63.132,62.182,61.223,60.254,59.278,58.294,57.303,56.306,55.091,53.87,52.644,51.414,51.551,51.061
Sierra Leone,SLE,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.35355,..,31.34342,..,38.12873,41.00903,..,..
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4196828,4246267,4166366,4157130,4173105,4179179,4199210,4253716,4295785,4318043,4423611,4692716,4971435,5177687,5355717,5501712,5624466,5749352,5894722,6055646,6222714,6387251,6551080,6714051,6876385,7037655,7205328,7379299,7554563,7731991,7912558
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,154.794072467618,183.686515027567,163.197571684381,184.951609154872,218.507275126222,208.351997250955,224.258711163044,199.880001395777,156.51811883387,155.020833269007,143.743743239644,358.315716051546,388.995111216836,413.817607346927,417.749983329227,462.633324427945,580.26796974773,631.889926264998,705.359014080005,652.845806767943,685.039673490948,761.146365577281,937.504428180231,1117.47183075115,1117.7586465721,964.575980888989,844.416411175476,779.186007841728,845.914540460932,844.049555179116,845.982914284565
Singapore,SGP,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,44.803,45.637,46.475,47.383,48.311,49.363,50.147,50.893,50.887,51.655,52.122,52.55,51.499,52.266,52.641,53.705,55.06,53.634,56.089,55.628,57.128,57.787,58.543,58.607,59.811,61.305,61.313,60.807,60.889,61.822,61.72
Singapore,SGP,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.53389,99.79816,..,..,..
Singapore,SGP,"Population, total",SP.POP.TOTL,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,11861.7561591366,14502.3799938606,16136.2405377661,18290.130113185,21552.4100366948,24914.8507020358,26232.866096827,26375.8653668113,21829.2737831583,21796.6373891001,23852.8389514753,21699.7414868907,22159.8373710639,23730.3840054566,27608.080013423,29961.3172812732,33768.4528234651,39432.8860198877,40008.5720489092,38926.8054365453,47236.683084953,53891.4570264372,55547.5553077786,56967.4257940383,57564.8023114977,55645.6068614606,57005.5887176547,61236.251270627,66881.6067035265,65952.0378959293,61410.0792630788
Sint Maarten (Dutch part),SXM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.16245,..,71.60574,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,28061,30046,31567,32026,31917,31772,31598,31404,31193,30977,30773,30726,30960,31327,31690,32057,32428,32791,33145,33491,33794,34267,35023,35854,36672,37471,38249,38996,39712,40385,41008
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25528.412619483,26403.8143692163,27317.5178881974,28149.0997855041,28529.7324687053,37134.912423099,37839.6283815163,37308.6147795736,34701.3058494468,31708.3110124742,34861.469528968,30150.8998380477
Slovak Republic,SVK,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,59.66,59.683,57.464,55.109,51.36,51.497,52.286,51.819,51.39,51.851,52.588,52.965,52.531,52.908,52.466,51.177,50.548,50.327,50.757,50.051,50.555,50.155,50.649,50.989,52.008,51.931,52.511,52.626,52.241,52.171,51.795
Slovak Republic,SVK,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,85.66066,86.81397,88.93781,88.56987,87.78335,87.16633,86.5723,86.4257,86.40775,86.16452,85.9324,84.86863,84.78667,85.34023,85.60965,85.3043,..,..,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,2437.17517010845,2726.59305498582,2959.33644860111,3143.10143068756,3820.96427542658,4882.51158238228,5247.70081044708,5172.41757491248,5560.916177503,5651.62327514236,5421.6448441887,5712.47802761654,6554.62808369461,8675.39633696465,10650.1290097126,11641.5410321763,13167.8954730379,16110.4817265237,18744.3192278346,16586.7527805228,16899.448680529,18469.4354316836,17516.9691054078,18312.7805149823,18770.9289896545,16442.0760860018,16636.0769133073,17645.5298716761,19573.3717031314,19406.0589683582,19735.4858280801
Slovenia,SVN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,51.98,51.923,51.861,51.788,51.723,51.567,51.408,52.88,53.319,52.213,51.539,51.133,51.932,50.437,52.836,52.815,53.219,53.514,53.632,53.514,53.142,52.351,52.321,51.93,52.531,52.275,52.113,53.539,53.719,53.382,53.105
Slovenia,SVN,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,90.41642,91.67461,93.07391,93.20744,93.20608,93.42478,92.52106,92.28438,92.16514,93.5662,93.68166,94.20675,94.65004,94.67958,94.87187,95.96427,95.57794,97.34698,96.34596,96.62219,..,..,..
Slovenia,SVN,"Population, total",SP.POP.TOTL,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2102419
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,9925.14071044684,7229.31149788617,7151.15243829224,7254.58887417768,8243.89895545106,10738.0887611468,10796.7399446283,10436.7260661871,11131.5666628231,11401.4906790909,10135.7219109212,10375.6255869861,11639.1297780477,14711.674874253,17103.8297783905,17969.7095907161,19563.005059144,23725.1596001515,27461.9764165315,24501.7897290425,23329.8417691156,24940.6284841605,22442.1417859955,23236.9655321695,24013.0682060959,20697.2748530619,21447.8377796036,23303.077705959,25888.0481065655,25814.1687167572,25392.0651093612
Solomon Islands,SLB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,81.96,81.821,81.425,81.387,81.192,80.931,81.031,81.246,81.373,81.574,82.381,82.877,83.143,83.042,82.902,82.782,82.79,82.825,82.773,82.845,82.651,82.507,82.528,82.442,82.482,82.482,82.328,82.245,82.169,82.162,81.4
Solomon Islands,SLB,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,20.47378,16.80548,20.11714,25.87383,..,..,..,30.75633,28.91144,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,331435,341738,352205,362839,373675,384733,396009,407474,419071,430500,440469,449125,457671,466154,474611,483080,491594,500156,508790,518141,532968,552945,573606,594945,616908,639415,662379,685672,709101,728147,744498
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,648.325212624098,665.833104132659,763.857968549522,828.869997791691,1078.0410925874,1220.17919311126,1289.33036923435,1292.23951946469,1091.89096889326,1133.62256531791,953.17190137706,911.791935385411,756.890296490792,895.989272661716,986.081904026618,1144.45758513252,1255.62589099975,1390.1569662696,1525.85092434029,1554.70723718073,1685.15499035363,1924.05277323978,2066.25352289833,2161.39573596215,2164.9442392168,2045.47889485251,2082.62989047871,2143.57465243959,2278.20633913383,2223.66502559565,2063.33101522108
"Somalia, Fed. Rep.",SOM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,21.183,21.218,21.354,21.39,21.336,21.287,21.243,21.203,21.165,21.13,21.096,21.064,21.03,20.993,20.942,20.862,20.761,20.687,20.673,20.691,20.72,20.814,20.91,20.939,20.957,20.976,20.995,21.026,21.064,21.094,20.892
"Somalia, Fed. Rep.",SOM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,7082811,6813760,6495107,6681399,7026797,7285007,7554474,7824525,8155417,8492059,8838713,9198493,9550063,9909157,10280998,10644228,10975502,11322582,11663084,11961201,12261756,12348830,12461160,12869594,13339491,13806963,14348740,14916629,15452487,16030971,16651191
"Somalia, Fed. Rep.",SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,145.603501373513,105.37132651622,109.204910481074,188.603158677914,210.793779581384,210.673254610492,237.241440951671,280.112724233259,363.200013489992,358.658780828071,386.119274401275,244.914842538455,229.598918310039,286.273025198975,375.410326225387,439.979907805478,457.996662206659,479.635628065289,507.03744334738,246.513251675105,219.202453852397,235.325945610434,350.261946720512,393.398703952979,429.431656725102,445.583080073396,460.928490585175,510.939952317726,509.525801898508,539.893931565407,518.184778494334
South Africa,ZAF,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,50.189,50.234,50.324,50.259,50.368,50.728,51.049,51.307,51.416,51.545,51.692,51.848,52.004,52.154,52.287,52.394,52.483,52.562,52.624,51.283,47.036,49.751,49.297,49.782,49.515,51.002,51.115,52.293,51.674,52.027,48.681
South Africa,ZAF,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,56.20166,..,..,..,..,63.53701,62.41686,63.09035,64.77697,66.61669,68.18711,69.10643,..,..,..,..,..,..,..,..,..,89.8737,..,78.52272,..,..,..
South Africa,ZAF,"Population, total",SP.POP.TOTL,40746268,41687898,42443509,43297156,44004139,44541554,45123018,45666838,46223880,46730335,47159719,47566800,48019415,48500348,48991421,49490033,49998277,50528584,51114599,51728516,52344051,52995205,53782567,54678791,55594838,56723537,57259551,57635162,58613001,59587885,60562381
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,3093.48920352334,3243.23616023953,3462.39400202835,3399.64009566241,3488.59711541763,3855.6340871567,3617.55336002932,3700.23554789867,3309.60933087472,3242.36830483958,3217.84693448467,2847.15191945908,2688.23676032806,4062.21755993786,5221.46333731721,5836.87663325127,6077.38293388876,6591.85535960564,6184.75474328399,6374.70560042992,7973.47195771517,8646.05571071635,8076.97678479741,7331.65467384919,6856.73137092522,6112.27382485974,5651.20585165749,6618.33508255701,6914.1780318076,6533.71121032856,5580.60383075189
South Sudan,SSD,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,71.295,71.294,71.283,71.262,71.251,71.238,71.214,71.204,71.248,71.296,71.304,71.288,71.241,71.194,71.213,71.288,71.382,71.488,71.594,71.683,71.823,71.969,72.031,72.043,71.893,71.749,71.604,71.337,71.373,71.661,70.977
South Sudan,SSD,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.09431,..,..,..,4.49366,..,..,..,..,..
South Sudan,SSD,"Population, total",SP.POP.TOTL,4737633,4836677,4909749,4956002,5071184,5225836,5356925,5509136,5620068,5771628,6032267,6308391,6596806,6903127,7233041,7590143,7976526,8388788,8817647,9243556,9745953,10288109,10756240,11166275,11235073,11107561,10830102,10259154,10122977,10423384,10698467
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1654.21153546555,1323.22068747862,1498.27034985194,1448.98435006408,1109.26050083408,1650.18943353528,1242.73450181032,1080.14718624765,..,..,..,..,..
Spain,ESP,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,33.352,33.435,34.455,35.025,36.312,36.77,37.279,38.067,38.425,39.117,40.657,39.439,41.891,43.378,44.756,46.176,47.598,48.547,49.934,51.014,51.711,52.29,52.895,52.831,52.628,52.62,52.485,52.281,51.872,52.039,50.922
Spain,ESP,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,88.6091,90.4433,92.27067,93.02591,93.44245,94.8251,95.11536,94.68493,93.81765,93.2494,92.7849,92.20098,90.26585,90.50895,91.1254,91.95403,93.28815,95.64771,97.75094,..,..,..
Spain,ESP,"Population, total",SP.POP.TOTL,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46604197,46460733,46422303,46458139,46571232,46782011,47118501,47359424
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,13795.0159385128,14801.3226152172,16100.6799428032,13330.3798192211,13405.704414883,15460.9110266653,16100.6215831114,14722.3717633536,15382.3348573373,15707.9473068138,14743.2671031455,15368.2337984435,17111.0685058941,21522.0170990262,24925.0267844576,26450.9530130382,28421.686527407,32652.015594702,35603.248328071,32279.8208476151,30658.7422282912,31824.6219134777,28456.4438151477,29228.846559842,29707.765509467,25982.4416197775,26755.6061149398,28381.3425596906,30602.4212881113,29786.5245689007,27233.9426461608
Sri Lanka,LKA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,45.149,41.002,36.913,37.676,37.9,35.6,35.489,35.263,41.33,37.649,36.331,36.077,35.831,35.59,35.35,35.111,34.876,34.644,34.415,34.191,33.965,33.947,32.649,33.869,33.211,35.33,35.252,36.093,33.105,34.051,31.663
Sri Lanka,LKA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.77321,86.88108,..,..,..,..,..,90.43005,92.25549,..,..
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,16352458,16475354,16739284,17025918,17275773,17564068,17905018,18248200,18596003,18944731,19293054,19600362,19805752,19951521,20087605,20216524,20352411,20492545,20629378,20756435,20879089,21009048,21169458,20585000,20778000,20970000,21209000,21453000,21670000,21803000,21919000
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,491.213686238493,546.292515570886,579.655117618283,607.231847102846,678.268012020205,741.838255293455,776.192371057587,827.035756058631,849.37461276858,826.421228127739,846.460813304966,803.544026627385,834.936014905338,946.382255128072,1028.62068132555,1207.21994764165,1389.50625583936,1578.63451125392,1973.58476901287,2026.65939950702,2808.36779237408,3224.95736331928,3327.77612404326,3740.61589348326,3971.91913148166,4057.7158346231,4149.19190775593,4398.88828068715,4358.56095906047,4081.94772722003,3847.60137695639
St. Kitts and Nevis,KNA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,79.83963,..,..,..,..,..,..,..,..,..,94.40806,95.0951,93.07079,91.94597,..,91.65394,100,100,94.94549,95.88776,79.28401,97.95336,95.91935,98.0873,99.6962,..,..,..,..
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,40432,40358,40715,41242,41776,42326,42877,43428,43998,44601,45248,45761,46020,46176,46315,46437,46569,46706,46835,46916,46846,46886,47033,47069,47089,47087,47075,47050,47008,46952,46870
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,5373.44824048425,5464.61025672087,5947.1211356266,6395.31437746849,7065.28291984056,7406.44486096454,7788.42839854571,8626.72257471312,8710.78984057184,9116.28627997718,9319.65545093525,10022.5919235637,10453.6587064313,10175.6295449989,10944.6183741768,11783.7867154145,13837.8495311219,14757.9579751035,16604.9448615905,16503.4119292794,16622.9457908577,17832.4572919975,17532.0559008608,18580.1301949935,20219.3954237956,20328.8003530109,21387.5415511103,22464.9899633959,22901.3816403197,23595.4923231291,18859.0190361046
St. Lucia,LCA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,48.246,48.343,48.843,49.349,49.856,50.362,50.868,51.375,51.88,52.385,52.897,53.416,54.247,55.078,55.909,56.739,57.567,58.39,59.208,60.025,60.848,61.673,64.477,63.293,63.394,63.495,63.595,63.694,63.882,64.312,49.332
St. Lucia,LCA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,68.40484,69.52071,67.54648,67.64304,70.63699,61.4782,74.43026,76.11239,82.3406,82.41359,84.75252,82.96418,82.5895,82.16025,80.5875,..,79.99464,80.2935,81.87527,81.71289,..,..
St. Lucia,LCA,"Population, total",SP.POP.TOTL,137857,139520,141617,143726,145890,148208,150436,152569,154677,156702,158616,160237,161641,162976,164239,165450,166639,167758,168808,169869,170906,171801,172587,173369,174138,174905,175646,176342,177017,177661,178250
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,4204.57161863111,4398.67906897723,4759.83867808296,4764.72464839218,4892.06733637469,5147.92024022295,5244.01665086076,5282.37011402006,5672.51373770766,5882.83398968649,5879.56191426207,5570.45247098106,5567.89428424719,6058.60622059326,6494.60034867886,6863.43641919345,7611.17856675319,7964.38211480117,8516.96075488787,8250.52180732734,8673.68720340529,9128.99442011613,9260.30006551714,9577.21733754358,10044.8218377677,10334.9860823918,10638.1269396653,11333.1123822102,11642.6984727769,11794.0597229805,8411.07474936367
St. Martin (French part),MAF,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,28224,28800,29081,29282,29413,29470,29443,29323,29107,29284,29996,30803,31604,32395,33171,33928,34658,35337,35958,36502,36856,37069,37276,37419,37450,37369,37175,36837,36012,34267,31786
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20930.5850690939,..,..,20638.765189511,..,..,..,..,19033.0594854512,..
St. Vincent and the Grenadines,VCT,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,43.815,44.032,44.794,45.375,45.416,46.291,46.568,47.056,47.581,47.934,48.158,48.447,49.147,49.998,50.61,51.063,51.945,52.476,52.703,52.731,52.421,52.49,52.74,53.129,53.372,53.76,54.288,54.555,54.965,55.126,53.716
St. Vincent and the Grenadines,VCT,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,78.4044,73.3613,79.1244,74.9188,79.05492,82.30528,..,..,96.87738,94.02956,87.97138,..,..,86.42768,88.57868,91.57171,92.16199,92.2153,91.64213,..,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,111812,112222,112509,112735,112918,113047,113119,113141,113180,113366,113545,113501,113347,113141,112835,112450,112014,111531,111028,110508,109959,109349,108736,108135,107535,106960,106349,105663,104926,104167,103526
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,2149.73944358984,2270.76357246912,2470.51840791008,2539.64968649849,2563.24976564442,2795.36305613955,2930.44394742606,3073.7784743848,3301.10018129103,3446.52293031878,3768.95536604022,4071.08601098962,4303.27976789727,4499.61454193342,4873.48947742443,5157.39373878102,5744.8278621257,6398.19123532172,6598.90531450859,6463.78777336717,6551.96835992405,6527.68996854448,6713.80768643865,7072.46737188939,7168.82875342911,7353.73556054184,7656.90042881178,7988.04445019298,8428.12677153069,8740.59425232061,8351.20324040982
Sudan,SDN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,23.58,24.405,25.256,26.136,27.049,27.992,28.962,28.674,28.391,28.106,27.819,27.532,27.245,26.959,26.681,26.411,26.141,25.869,25.6,26.503,27.404,28.329,27.111,25.829,24.56,23.346,22.112,20.937,19.786,18.581,17.092
Sudan,SDN,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.72621,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Population, total",SP.POP.TOTL,22021481,22470676,22927355,23445592,24043948,24672143,25231528,25799821,26458999,27130613,27816745,28516770,29228727,29896035,30556637,31262444,31992435,32764135,33623980,34569113,35414399,36140806,36923178,37785849,38823318,40024431,41259892,42714306,44230596,45548175,46789231
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,1257.1875,1617.55676269531,252.610092163086,312.693908691406,439.420806884766,462.585235595703,294.826965332031,373.09375,350.702880859375,324.659606933594,362.116882324219,451.293304443359,506.262634277344,580.320251464844,705.113342285156,905.543640136719,1132.474609375,1444.37219238281,1527.58239746094,1178.22180175781,1305.63598632813,1332.6572265625,1019.22210693359,1138.62780761719,1275.43835449219,1292.37963867188,1033.21594238281,966.505676269531,731.027465820313,709.975280761719,577.795227050781
Suriname,SUR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,32.596,32.843,32.864,32.2,32.477,32.391,32.474,32.558,32.643,32.73,33.397,34.072,34.754,35.444,36.154,36.884,37.618,38.356,39.098,39.844,40.594,41.347,42.103,42.86,43.618,44.378,45.14,45.296,45.834,45.919,43.583
Suriname,SUR,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.92067,55.80119,56.76645,57.87462,60.35617,60.68717,63.96008,..,..,..,..,..
Suriname,SUR,"Population, total",SP.POP.TOTL,412493,415013,417589,419352,422375,429606,438830,448067,457406,466916,476643,486560,496551,506414,513923,519313,524997,531016,537245,543568,549923,556269,562633,569020,575373,581627,587757,593713,599513,605768,612317
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,941.591736102188,1079.72521342705,968.895253466926,1022.44583519896,1433.54255652781,1609.82504373206,1962.88495820295,2067.59814938391,2428.58641994202,1898.1801816053,1988.22172925433,1714.64846637242,2202.340682196,2516.10404020956,2887.7721728844,3453.42865937765,5002.65798695759,5530.17615638309,6576.08546307249,7129.5768626291,7943.60482816915,7949.88867218383,8851.24050668908,9043.19281529222,9108.18905406764,8813.61705392067,5644.2061057532,6049.52128553675,6665.74180472239,6629.66775248603,4755.39221710693
Sweden,SWE,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,62.818,62.146,60.79,59.365,58.551,59.007,59.075,58.598,57.363,58.378,58.106,58.578,58.716,58.793,58.466,59.116,59.232,59.706,59.836,59.378,58.99,59.54,59.731,60.14,60.293,60.582,60.713,61.06,61.283,61.346,60.624
Sweden,SWE,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,85.29872,85.77267,86.97444,90.74521,93.94418,95.90112,97.91437,98.30114,..,97.88035,97.32263,95.82907,97.79684,98.59507,100,100,99.72326,98.44464,97.17291,95.08476,93.08986,91.6258,92.5291,94.28945,96.51499,99.46348,..,..,..,..,..
Sweden,SWE,"Population, total",SP.POP.TOTL,8558835,8617375,8668067,8718561,8780745,8826939,8840998,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442
